index	reason	de	hsb
16364	duplicate	Benachrichtigung bei neuen Nachrichten	Skedźbnjenje na nowu póštu
16365	duplicate	& Signalton	& Zapiwčeć
16366	duplicate	Für jeden Ordner die Anzahl neuer Nachrichten anzeigen	Dźi k přichodnemu zapiskej z nječitanymi powěsćemi
16367	duplicate	Ordner-Position:	Městno & zapiska:
16369	duplicate	Im aktuellen Ordner zyklisch suchen	Njemóžach zapisk stworić
16370	duplicate	In allen Ordnern zyklisch suchen	& Ze wšěch zapiskow zestarjene powěsće zwumjetać
16372	duplicate	Zur ersten neuen Nachricht springen	Powěsće & importować...
16373	duplicate	Zur ersten ungelesenen oder neuen Nachricht springen	Dźi k přichodnej nječitanej powěsći
16374	duplicate	Zur zuletzt ausgewählten Nachricht springen	Powěsće zničić
16375	duplicate	Aktuelle Nachricht nach dieser Zeitspanne als & gelesen markieren:	Wubrane powěsće markěrować jako čitane
16376	duplicate	Beim Beenden lokalen Mülleimer leeren	Papjernik wupróznić
16377	duplicate	Ausführliche Benachrichtigung bei neuen Nachrichten	Skedźbnjenje na nowu póštu
16378	duplicate	Signatur automatisch einfügen	Signaturu awtomatisce & připójsnyć
16379	duplicate	Zeilenumbruch bei Spalte:	& Linku łamać po telko pismikach:
16380	duplicate	Feste & Zeichenbreiten	Wužiwaj pismo z & krutej šěrokosću
16381	duplicate	Automatisch Empfangs- und Lesebestätigungen anfordern	Zdźělenki wo zničenju powěsćow
16382	duplicate	Intervall für automatisches Speichern:	& Interwal pohladanja (mjeńšiny):
16383	duplicate	Der Signatur ein Trennzeichen voranstellen	Signatura w porjadku
16390	duplicate	Liste der Anhänge anzeigen.	Pokaž přiwěšk:
16391	duplicate	Empfangs- und Lesebenachrichtigungen mit leerem Absender senden.	Zdźělenki wo zničenju powěsćow
16392	duplicate	Nachrichtenvorlage für neue Nachricht	Lisćina powěsćow - nowe powěsće
16393	duplicate	Nachrichtenvorlage für Antwort	Powěsć markěrować jako & dopósłanu
16394	duplicate	Nachrichtenvorlage für Antwort an alle	Powěsć markěrować jako & dopósłanu
16395	duplicate	Nachrichtenvorlage für Weiterleitung	Powěsć markěrować jako & dopósłanu
16396	duplicate	Zitatzeichen	Citowanske pismiki dodać
16398	duplicate	Original-Nachrichtentext	Lisćina powěsćow
16399	duplicate	Nachrichtenkennung	Hłowny dźěl powěsće
16400	duplicate	Adresse im„ An“ -Feld	& emailowa adresa:
16401	duplicate	Name im„ An“ -Feld	& Hinak pomjenować
16402	duplicate	Adresse im„ Kopie“ -Feld	Adresy za & dalše kopije:
16403	duplicate	Name im„ Kopie“ -Feld	& Hinak pomjenować
16404	duplicate	Adresse im„ Von“ -Feld	& emailowa adresa:
16405	duplicate	Name im„ Von“ -Feld	& emailowa adresa:
16406	duplicate	Vorname im„ Von“ -Feld	& emailowa adresa:
16407	duplicate	Nachname im„ Von“ -Feld	& emailowa adresa:
16409	duplicate	Nachrichtenvorspann (als Zitat)	Citowanske pismiki dodać
16410	duplicate	Nachrichtenvorspann (unverändert)	& Hłójčki
16411	duplicate	Inhalt einer Vorspannzeile	Piktogramy za zapiski
16412	duplicate	Name im„ Von“ -FeldTemplate subject command.	& emailowa adresa:
16413	length_ratio	Dateiinhalt einfügenAll characters, up to and including the next newline, are discarded without performing any macro expansion	Dataju zasunyć
16414	duplicate	Kommentar zur Vorlage	Piktogramy za zapiski
16415	duplicate	Erzeugte Nachricht löschen	Šifrowana powěsć
16416	duplicate	& Platzhalter einfügen	Dataju zasunyć...
16417	duplicate	Platzhalter einfügen	Dataju zasunyć...
16418	duplicate	Ursprüngliche Nachricht	Originalnu powěsć citować
16420	duplicate	Neu erstellen	Dele
16421	duplicate	Nur aktuellen Ordner	Njemóžach zapisk stworić
16422	duplicate	Alle Ordner dieses Postfachs	Groupware- zapiski su & podzapiski wot:
16423	duplicate	Zwischenspeicher neu aufbauen	IMAP Cache ponowić
16424	duplicate	& Abbrechen	Přetorhnyć
16425	duplicate	Verschieben	& Suń do
16426	length_ratio	Als & Anhang hinzufügen	Přiwěšk:
16427	duplicate	Name des Anhangs:	Přiwěšk:
16428	duplicate	Als & Text hinzufügen@label:listbox Recipient of an email message.	Konto dodać@ label: listbox Recipient of an email message.
16431	duplicate	Liste speichern ...@info:tooltip	& Filter stworić@ info: tooltip
16432	duplicate	Auswählen ...@info:tooltip	Zapisk zničić@ info: tooltip
16433	duplicate	Empfänger aus dem Adressbuch auswählen@info:status No recipients selected	Dodać do adresnika@ info: status No recipients selected
16435	duplicate	Betreuer	Maintainer
16436	duplicate	Ursprünglicher Autor	Originalny awtor
16437	duplicate	Früherer Betreuer	Prjedawši maintainer
16438	duplicate	Früherer Mitbetreuer	Prjedawši maintainer
16439	duplicate	Kernentwickler	Hłowny programowar
16440	duplicate	Ehemalige Hauptentwickler	Hłowny programowar
16441	duplicate	Dokumentation	Dokumentacija
16442	length_ratio	Anzeige im Systemabschnitt der Kontrollleiste	Zdźělenki
16443	duplicate	Unterstützung für PGP 6 und weitere Verbesserungen bei Verschlüsselung	Podpěra za PGP 6 a druhe polěpšenja šifrowanja
16444	duplicate	Ursprüngliche Unterstützung für Verschlüsselung Unterstützung für PGP 2 und PGP 5	Originalna podpěra šifrowanja PGP 2 a PGP 5
16445	duplicate	Postausgang	Awtomatisce
16446	duplicate	Versendete Nachrichten	Sendmail
16447	duplicate	Mülleimer	& Dalše opcije
16448	duplicate	Vorlagen	Narunać
16449	duplicate	Nachricht in Datei speichern	Do dataje zawěsćić
16450	duplicate	& Ersetzen	Narunać
16451	length_ratio	& Vorspann	& HłójčkiView - > headers - >
16452	length_ratio	& Grafisch	& krótkeView - > headers - >
16454	length_ratio	& Kurz	& krótkeView - > headers - >
16455	length_ratio	& Standard	& standardneView - > headers - >
16456	length_ratio	& Lang	& dołheView - > headers - >
16458	duplicate	Anhänge	& Přiwěški
16459	duplicate	Anzeigestil für die Anhänge auswählenView- > attachments- >	Wubjerće stil pokazowanja přiwěškowView - > attachments - >
16460	duplicate	Als & Symbole	jako & piktogramy
16461	duplicate	Zeigt Anhänge als Symbole an. Auf Mausklick werden sie angezeigt.View- > attachments- >	Pokaže wšitke přiwěški jako piktogramy. Klikńće na nje, zo byšće je widźeli. View - > attachments - >
16462	duplicate	& Intelligent	& mudrje
16463	duplicate	Zeigt Anhänge nach den Vorschlägen des Absenders an.View- > attachments- >	Pokazuje přiwěški kaž wot wotpósłarja namjetowane. View - > attachments - >
16464	duplicate	& Im Text	& w powěsći
16465	duplicate	Zeigt alle Anhänge eingefügt, wenn möglich (inline)View- > attachments- >	Pokazuje wšitke přiwěški w powěsći (jeli móžno) View - > attachments - >
16466	duplicate	Ausgeblendet	& schować
16467	duplicate	Anhänge werden nicht angezeigt	Njepokazuje přiwěški w powěsći samej
16468	duplicate	& Kodierung festlegen	Kodowanje postajić
16469	duplicate	Neue Nachricht an...	& Nowa powěsć...
16470	duplicate	Gesamten Text auswählen	& Wšitke powěsće wubrać
16471	duplicate	Verknüpfungsadresse kopieren	Wočinić w adresniku
16472	duplicate	Adresse aufrufen	URL wočinić
16473	duplicate	Verknüpfung speichern unter...	Wotkaz zawěsćić jako...
16475	duplicate	Nachricht nach oben blättern	& Wšitke powěsće wubrać
16476	length_ratio	Nachricht nach unten blättern	& Wšitke powěsće wubrać% 1: KMail version;% 2: help: // URL;% 3: homepage URL;% 4: generated list of new features;% 5: First- time user text (only shown on first start);% 6: generated list of important changes; --- end of comment ---
16477	duplicate	Speichern & unter...	Zawěsćić jako...
16478	duplicate	Anhang ansehen: %1	Pokaž přiwěšk:% 1
16479	duplicate	Anhänge:	& Přiwěški
16480	duplicate	Nachricht öffnen	Powěsć wočinić
16481	length_ratio	Die Datei enthält keine Nachricht.	njewobsahuje
16482	duplicate	Als MIME-Katalog senden	& Nješifrowane zawěsćić
16483	duplicate	Nachrichten werden verschoben	Přesuwam powěsć% 3 z% 2 wot% 1.
16484	duplicate	Nachrichten werden gelöscht	Powěsće zničić
16485	duplicate	Adresse wird aufgerufen ...@info	Wočinjam URL...
16487	duplicate	& Alle überschreiben	Dataju zasunyć
16488	duplicate	Verschlüsselung beibehalten	Šifrowanje
16489	duplicate	Signatur beibehalten1 = file name, 2 = error string	& Signatura: 1 = file name, 2 = error string
16490	length_ratio	Fehler beim Speichern des Anhangs	Přiwěšk:
16491	duplicate	E-Mail: %1	KMail
16492	duplicate	& Identität:	& Identita:
16493	duplicate	& Wörterbuch:	& Wopisanje:
16494	duplicate	Antwort an:@label:textbox Subject of email.	Adresa za & wotmołwu:
16495	duplicate	Betreff:@option:check Sticky identity.	& Tema:
16496	duplicate	Automatisches Speichern der Nachricht unter %1 fehlgeschlagen. Grund: %2	Přesuwam powěsć% 3 z% 2 wot% 1.
16497	duplicate	Automatisches Speichern ist fehlgeschlagen	Přesuwam powěsć% 3 z% 2 wot% 1.
16498	duplicate	E-Mail versenden	Sendmail
16499	duplicate	Senden	Pósćel
16500	duplicate	Später senden mit	& Pozdźišo pósłać
16501	duplicate	In Postausgang	Do čakarnje
16502	duplicate	& Als Entwurf speichern	Jako & naćisk zawěsćić
16503	length_ratio	Als & Vorlage speichern	Narunać
16504	duplicate	Datei & einfügen...	Dataju zasunyć...
16505	duplicate	& Kürzlich verwendete Datei einfügen	Dataju zasunyć
16506	duplicate	& Neue Nachricht	& Nowy editor
16508	duplicate	Als Anhang einfügen	Přiwěšk:
16509	duplicate	& Dringend	& Chwata
16510	duplicate	& Kodierung festlegen	Wužiwaj & kodowanje
16511	duplicate	Zeilenumbruch	& Łamanje linkow
16512	duplicate	Automatisch erkennen	Awtomatisce zwěsćić
16513	duplicate	& Alle Felder	& Wšitke pola
16514	duplicate	& Identität	& Identita
16515	duplicate	Ordner für & versendete Nachrichten	Zapisk za pósłane powěsće
16516	duplicate	Antwort an@action:inmenu Show the subject in the composer window.	& Adresa za wotmołwu@ action: inmenu Show the subject in the composer window.
16517	duplicate	Betreff	& Tema:
16518	duplicate	Signatur anfügen	Dodaj & signaturu
16519	duplicate	Signatur & voranstellen	Dodaj & signaturu
16520	duplicate	Öffentlichen Schlüssel anhängen...	Dodaj & zjawny kluč...
16521	duplicate	& Eigenen öffentlichen Schlüssel anhängen	Dodaj & mój zjawny kluč
16522	duplicate	& Datei anhängen...	& Dodaj dataju...
16523	duplicate	Anhängen	& Připójsnyć
16524	duplicate	Anhang & entfernen	Přiwěšk & zničić
16525	duplicate	Anhang speichern & unter...	& Přiwěšk zawěsćić jako...
16526	duplicate	Nachricht mit Chiasmus verschlüsseln...	Powěsć za fokus wubrać
16527	duplicate	Schriftart zurücksetzen	Zapisk zničić
16528	duplicate	KMail einrichten...	KMail & konfigurować...
16529	length_ratio	Als & Vorlage erneut speichern	Narunać
16530	duplicate	Bearbeiten mit...	wobdźěłać...
16531	duplicate	Anhang hinzufügen...	Dodaj přiwěšk...
16532	duplicate	Nicht komprimieren	& Zapiwčeć
16533	duplicate	Anhang speichern unter	Přiwěšk zawěsćić jako
16534	length_ratio	Inhalt der Zwischenablage als Anhang einfügen	Přiwěšk:
16537	duplicate	Anmeldeinformationen	Wobkrućenje dochada
16538	duplicate	Die Nachricht wird signiert	Powěsć bu podpisana wot% 1.
16539	duplicate	Die Nachricht wird nicht signiert	Lisćina powěsćow - datumowe pólko
16540	duplicate	Die Nachricht wird verschlüsselt	PGP- ŝifrowana powěsć
16541	duplicate	Die Nachricht wird nicht verschlüsselt	PGP- ŝifrowana powěsć
16542	duplicate	Importieren...	& Importować
16543	duplicate	Exportieren...	& Stare zwumjetać
16544	duplicate	Postfachname:	& Mjeno konta:
16545	duplicate	Nach unten	Dele
16546	duplicate	Ordner auswählen	Zapisk zničić
16547	duplicate	Unbekannter Ordner„ %1“	& Pokaž chowane zapiski
16548	duplicate	Bitte wählen Sie einen Ordner aus.	Zapisk zničić
16549	length_ratio	Einstellungen zur Aufbewahrung von E-Mails	Zapisk
16550	duplicate	Aufbewahrungsfrist für ungelesene Nachrichten	Znič nječitanu póštu po:
16551	duplicate	Abgelaufene Nachrichten verschieben nach:	Přesuwam powěsć% 3 z% 2 wot% 1.
16552	duplicate	Abgelaufene Nachrichten endgültig löschen	Powěsć zničić
16553	duplicate	FilternPlaceholder for the case that there is no folder.	& FiltrowanjePlaceholder for the case that there is no folder.
16554	length_ratio	keiner	< adresa\ �\ �a >
16555	duplicate	Namensräume werden abgeholt ...Empty namespace string.	% 1: Dóstawam nowe powěsćeEmpty namespace string.
16556	length_ratio	Als unerwünscht eingestufte Nachrichten werden als gelesen markiert. Spam-Nachrichten werden in den Ordner namens %1 verschoben.	in
16557	length_ratio	Als unerwünscht eingestufte Nachrichten werden als gelesen markiert. Diese Nachrichten werden nicht verschoben.	in
16558	length_ratio	Als unerwünscht eingestufte Nachrichten werden als ungelesen markiert. Diese Nachrichten werden in den Ordner %1 verschoben.	in
16559	length_ratio	Als unerwünscht eingestufte Nachrichten werden als ungelesen markiert. Diese Nachrichten werden nicht verschoben.	in
16560	duplicate	Erkannte unerwünschte Nachrichten als gelesen & markieren	Wubrane powěsće markěrować jako čitane
16561	length_ratio	Markiert Nachrichten, die als Spam erkannt wurden, als gelesen.	in
16562	duplicate	%1 #%2Message- >	% 1% 2Message - >
16563	duplicate	& Antworten	& Dopósłać
16564	duplicate	Antwort an Verfasser...	Wšěm wotmołwić...
16565	duplicate	& Ohne Zitat antworten...	Bjez citowanja wotmołwić
16566	duplicate	Nachricht & markieren	Powěsć markěrować
16567	duplicate	Nachricht als & gelesen markieren	Powěsć markěrować jako čitanu
16568	duplicate	Ausgewählte Nachrichten als gelesen markieren	Wubrane powěsće markěrować jako čitane
16569	duplicate	Nachricht als & neu markieren	Powěsć markěrować jako nowu
16570	duplicate	Ausgewählte Nachrichten als neu markieren	Wubrane powěsće markěrować jako nowe
16571	duplicate	Nachricht als & ungelesen markieren	Powěsć markěrować jako nječitanu
16572	duplicate	Ausgewählte Nachrichten als ungelesen markieren	Wubrane powěsće markěrować jako nječitane
16573	duplicate	Nachricht als wichtig markieren	Powěsć markěrować jako & wažnu
16574	duplicate	Markierung„ Wichtige Nachricht“ entfernen	Wažna powěsć
16575	duplicate	Nachricht als & Aufgabe markieren	Powěsć markěrować jako nowu
16576	duplicate	Markierung„ Aufgabe“ entfernen	Wažna powěsć
16579	duplicate	Versenden fehlgeschlagen.	Sendmail
16580	duplicate	Filter auswählen	Zapisk zničić
16581	duplicate	Importfilter	iCal eksportować
16582	length_ratio	Exportfiltercalendar_BAR_tasks_BAR_contacts=%2 belonging to %1	iCal eksportować% 1: name;% 2: number appended to it to make it unique among a list of names
16583	duplicate	%1's %2folder name (folder storage name)	% 1% 2folder name (folder storage name)
16584	duplicate	Meine %1	KMail
16585	length_ratio	Standardordner%1 is one of the messages with context 'type of folder content'	Zapisk zničić
16586	duplicate	Vollständige Nachricht	Powěsć zničić
16587	length_ratio	Nachrichteninhalt	Powěsć & wobdźěłaćView - > headers - >
16588	duplicate	Irgendwo im Nachrichtenvorspann	šikwane
16590	duplicate	Nachrichten-Status	Powěsć
16591	length_ratio	Nachrichten-MarkierungenSubject of an email.	Powěsć
16592	duplicate	Abwesenheitsbenachrichtigungen einrichten	Konfiguracija
16593	duplicate	Ordner wird gelöscht	& Cilowy zapisk:
16594	length_ratio	Zielordner: %1@info:status Number of folders for which update is completed.	& Cilowy zapisk:
16595	duplicate	Auf %1 kann nicht zugegriffen werden.	Njemóžach konto% 1 stworić.
16597	duplicate	Skript bearbeiten...	wobdźěłać...
16599	duplicate	Neues Skript...	Wopisanje
16600	duplicate	Datei überschreiben?	Dataju zasunyć
16601	duplicate	Adressbuch öffnen	Wočinić w adresniku
16602	duplicate	Datum (Ankunftzeit)Number of unsent messages	Datum (po dochadźe)
16603	duplicate	0 nicht versendetNumber of unread messages	žane njepósłane
16604	duplicate	0 ungelesenNumber of unread messages	žane nječitane
16605	duplicate	0 Nachrichten%1 = n messages, m unread.	žane powěsće% 1 = n messages, m unread.
16606	duplicate	Form	& Wot
16607	duplicate	Nach E-Mail sehen in	Pohladaj za & póštu
16608	duplicate	Nach Status filtern	Filtrowe prawidła
16609	duplicate	Spalten anzeigen@title:column Mail account name	Špalta:% 1
16610	duplicate	Ergebnis eines Befehls einfügen	Dataju zasunyć...
16611	duplicate	Mein %1 (%2)	KMail
16612	duplicate	Spalten-Eigenschaften ...@info	& Swójstwa
16613	duplicate	Anhang„ %1“ öffnen? Beachten Sie, dass das Öffnen eines Anhangs die Sicherheit Ihres Systems beeinträchtigen kann.	Njezabudźće, zo móhło wočinjenje přiwěška wěstosć wašeho systema wohrozyć!
16614	duplicate	Anhang öffnen?	Přiwěšk wočinić?
16615	duplicate	& Mit„ %1“ öffnen	Přiwěšk% 1 wočinić?
16616	duplicate	Öffnen mit...	Wočinić z...
16617	duplicate	Automatisch	Awtomatisce
16618	duplicate	Bearbeiten mit:	Identitu wobdźěłać
16619	length_ratio	Bearbeiten des Anhangs nicht möglich	Přiwěšk:
16620	length_ratio	Kein Betreffdisplayed when a mail has unknown sender, receiver or date	Žana tema
16621	duplicate	[Visitenkarte]	[wizitka]
16622	duplicate	Kopie:	Kopija na
16623	duplicate	Blindkopie:	Dalša kopija na:
16624	identical	Datum:	Datum:
16625	length_ratio	Von: To-field of the mailheader.	Wot:
16626	duplicate	An:	Na:
16627	duplicate	Antwort an:	Wotmołwu na:
16628	duplicate	Programm-Kennung:	& Chwata
16629	length_ratio	Spam-Status:To field of the mail header.	Staw:
16630	duplicate	H T M L - N a c h r i c h t	H T M L p o w ě s ć
16632	duplicate	Keine (7-Bit-Text)message encoding type	message encoding type
16633	duplicate	Keine (8-Bit-Text)message encoding type	message encoding type
16634	duplicate	Quoted Printablemessage encoding type	"po MIME (""quoted printable"") message encoding type"
16635	length_ratio	Der MIME-Typ der Datei: Normalerweise muss diese Einstellung nicht manuell verändert werden, da der Dateityp automatisch festgestellt wird. Aber manchmal passieren %1 bei der Erkennung Fehler. Hier lassen sich solche Fehler korrigieren.	s
16636	duplicate	& Name:Group to which the snippet belongs.	& Mjeno: Group to which the snippet belongs.
16637	length_ratio	Der Name des Teils: Obwohl hier standardmäßig der Name der angehängten Datei angezeigt wird, ist das nicht die genaue Bedeutung dieses Feldes. Stattdessen wird ein Dateiname vorgeschlagen, unter dem der Empfänger der E-Mail diesen Teil auf Festplatte speichern sollte.	s
16638	duplicate	& Beschreibung:	& Wopisanje:
16639	length_ratio	Eine Beschreibung für diesen Teil: Dies ist nur eine Beschreibung für diesen Nachrichtenteil, ähnlich zur Betreffzeile einer Nachricht. Viele Programme zeigen diese Informationen neben dem Symbol des Nachrichtenteils in der Nachrichtenvorschau.	Tema in s
16640	duplicate	& Kodierung:	Kodowanje:
16641	length_ratio	Die Kodierung für diesen Nachrichtenteil: Diese Einstellung muss normalerweise nicht verändert werden, da %1 abhängig vom MIME-Typ eine sinnvolle Kodierung auswählt. Es ist allerdings manchmal sinnvoll, diese Auswahl manuell zu ändern. Zum Beispiel können Sie für eine PostScript-Datei, die keine Binärdaten enthält ,„ quoted-printable“ an Stelle von„ base64“ wählen. Das reduziert die Nachrichtengröße um ca. 25%.	in
16642	length_ratio	Markieren Sie dieses Ankreuzfeld, wenn dem Empfänger an Stelle des standardmäßigen Symbols die automatische eingebettete Anzeige dieses Nachrichtenteils vorgeschlagen werden soll. Das wird technisch erreicht durch die Veränderung des Vorspannfeldes Inhalt-Platzierung (Content-Disposition) auf„ eingebettet (inline )“ an Stelle des Standardwertes„ Anhang (attachment )“.	in s Wobsah
16643	length_ratio	Diesen Nachrichtenteil & signieren	Podpis
16644	duplicate	Nachrichtenteil & verschlüsseln	Šifrowanje
16645	duplicate	"Markieren Sie dieses Ankreuzfeld, wenn dieser Nachrichtenteil verschlüsselt werden soll. Dieser Nachrichtenteil wird für die Empfänger der Nachricht verschlüsselt. %1: a filesize incl. unit (e.g. ""1.3 KB"")"	"% 1: a filesize incl. unit (e. g. ""1. 3 KB"")"
16646	duplicate	%1 (circa)	KB
16647	duplicate	Beschreibung	Wopisanje
16648	duplicate	Typ@title collumn attachment compression checkbox.	družina@ title collumn attachment compression checkbox.
16649	duplicate	Größe	Wulkosć
16650	duplicate	Falsches Kryptografie-Modul.	Zatyčki za šifrowanje
16651	length_ratio	Status: Status of message unknown.	Staw:
16652	duplicate	(unbekannt)	(njeznaju)
16653	length_ratio	Kryptografie-Modul„ %1“ wurde nicht initialisiert.	in.
16654	length_ratio	Kryptografie-Modul„ %1“ kann keine Signaturen überprüfen.	in.
16655	duplicate	Es wurde kein geeignetes Kryptografie-Modul gefunden.%1 is either 'OpenPGP' or 'S/MIME'	Ně in.% 1 is either 'OpenPGP' or 'S/ MIME'
16656	length_ratio	Es wurde kein %1-Modul gefunden.	in.
16657	length_ratio	Die Nachricht ist signiert, aber die Gültigkeit der Signatur kann nicht überprüft werden. Grund: %1	Podpismo njehodźi so přepruwować.
16658	duplicate	Diese Nachricht ist verschlüsselt.	PGP- ŝifrowana powěsć
16659	duplicate	Nachricht entschlüsseln	Šifrowanje
16660	length_ratio	Verschlüsselte Daten werden nicht angezeigt	Šifrowanje
16661	length_ratio	Die Daten können nicht entschlüsselt werden.	in.
16662	length_ratio	Das Kryptografie-Modul„ %1“ kann die Daten nicht entschlüsseln.	in.
16663	duplicate	Fehler: %1	Zmylk
16664	length_ratio	Das Kryptografie-Modul„ %1“ kann keine Nachrichten entschlüsseln.	in.
16665	length_ratio	Diese Nachricht enthält keine Zertifikate.	Certifikat:
16666	duplicate	Zertifikatimportstatus:	Certifikat
16667	duplicate	Zertifikatimportdetails:Certificate import failed.	CertifikatCertificate import failed.
16668	duplicate	Fehlgeschlagen: %1 (%2)	KMail
16669	duplicate	UnbenanntMissing profile description placeholder	Bjez mjena
16670	duplicate	Fehler: Signatur nicht überprüft	Zmylk: njewerifikowana signatura
16671	duplicate	Korrekte Signatur	Signatura w porjadku
16672	duplicate	Ungültige Signatur	Hubjena signatura.
16673	duplicate	Kein öffentlicher Schlüssel zur Überprüfung der Signatur vorhanden	Žadyn zjawny kluč za werifikowanje signatury
16674	duplicate	Keine Signatur gefunden	Žana signatura
16675	duplicate	Fehler bei der Signaturüberprüfung	Zmylk při werifikowanju signatury
16676	duplicate	Keine Status-Informationen verfügbar.	Ně.
16677	duplicate	Korrekte Signatur.	Signatura w porjadku.
16678	duplicate	Ein Schlüssel ist abgelaufen.	Jedyn kluč je zestarjeny.
16679	duplicate	Die Signatur ist abgelaufen.	Signatura je zestarjena.
16680	duplicate	Keine Überprüfung möglich: Schlüssel fehlt.	Njemóžu werifikować: kluč faluje.
16681	duplicate	Zertifikatsperrliste nicht verfügbar.	CRL nimam.
16682	duplicate	Die verfügbare Zertifikatsperrliste ist zu alt.	CRL je zestarjena.
16683	duplicate	Ungültige Signatur.	Hubjena signatura.
16684	duplicate	Ungültige Signatur.	Signatura w porjadku.
16685	duplicate	Es sind nicht genügend Informationen zur Überprüfung der Signatur vorhanden.	Njedosahaca informacija za přepruwowanje podpisma.% 1
16686	duplicate	Die Signatur ist gültig.	Signatura je zestarjena.
16687	duplicate	Details anzeigen	[Nadrobnosće]
16688	duplicate	Nicht verfügbar	Njesteji k dispoziciji
16689	duplicate	Fehler beim Abholen des Prüfprotokolls: %1The Audit Log is a detailed error log from the gnupg backend	Zmylk při pósłanju zapiskaThe Audit Log is a detailed error log from the gnupg backend
16690	duplicate	Details ausblenden	[Nadrobnosće]
16691	duplicate	Eingebettete Nachricht	Zasunjena powěsć
16692	duplicate	Bitte warten Sie, während die Nachricht entschlüsselt wird...	Prošu dočakajće, doniž so njejsu te% 1 powěsćow přenjesli.
16693	duplicate	Verschlüsselte Nachricht	Šifrowana powěsć
16694	duplicate	Verschlüsselte Nachricht (keine Entschlüsselung möglich)	Šifrowana powěsć (rozšifrowanje njemóžne)
16695	duplicate	Grund: %1	Přičina:% 1
16696	duplicate	Bitte warten Sie, während die Signatur überprüft wird...	Prošu dočakajće, doniž so njejsu te% 1 powěsćow přenjesli.
16697	length_ratio	ZertifikatStart of warning message.	Certifikaty
16698	duplicate	Achtung:	Kedźbu:
16699	duplicate	Die E-Mail-Adresse des Absenders wurde nicht in dem %1 gespeichert, der für die Signatur verwendet wurde.	Adresa wotpósłarja njeje so zawěsćiła w '% 1',, z čimž bu podpisane.
16700	duplicate	Absender:	wotpósłar:
16701	duplicate	gespeichert:	zawěsćene:
16702	duplicate	Im für die Signatur verwendeten %1 ist keine E-Mail-Adresse hinterlegt. Daher kann sie nicht mit der Absender-Adresse der E-Mail (%2) verglichen werden.	W% 1, kiž so za podpisowanje wužiwa, njeje žana emailowa adresa, tuž njeje móžno přirunować z adresu wotpósłarja & lt;% 2gt;.
16703	duplicate	Es sind nicht genügend Informationen zur Überprüfung der Signatur vorhanden: %1	Njedosahaca informacija za přepruwowanje podpisma.% 1
16704	duplicate	Die Nachricht wurde mit einem unbekannten Schlüssel signiert.	Powěsć bu z njeznatym klučom podpisany.
16705	duplicate	Die Nachricht enthält Signatur von %1.	Powěsć bu podpisana wot% 1.
16706	duplicate	Die Nachricht wurde signiert mit dem Schlüssel %1.	Powěsć bu podpisana z klučom% 1.
16707	duplicate	Die Nachricht wurde von %2 mit dem Schlüssel %1 signiert.	Powěsć bu podpisana wot% 2 z klučom% 1.
16708	duplicate	Die Nachricht wurde von %3 auf %1 mit dem Schlüssel %2 signiert.	Powěsć bu podpisana wot% 2 z klučom% 1.
16709	duplicate	Nachricht enthält die Signatur von %2 mit Schlüssel %1.	Powěsć bu podpisana wot% 2 z klučom% 1.
16710	duplicate	Die Nachricht wurde signiert am %1 mit dem unbekannten Schlüssel %2.	Powěsć bu podpisana z njeznatym klučom% 1.
16711	duplicate	Die Nachricht wurde signiert mit dem unbekannten Schlüssel %1.	Powěsć bu podpisana z njeznatym klučom% 1.
16712	duplicate	Die Gültigkeit der Signatur kann nicht überprüft werden.	Podpismo njehodźi so přepruwować.
16713	duplicate	Die Nachricht enthält die Signatur von %2 (Schlüssel-ID: %1).	Powěsć bu podpisana wot% 2 (klučowa ID:% 1).
16714	duplicate	Die Signatur ist gültig, aber die Gültigkeit des Schlüssels ist unbekannt.	Podpismo je w porjadku, ale walidnosć kluča njehodźi so přepruwować.
16715	duplicate	Die Signatur ist gültig, und der Schlüssel ist begrenzt vertrauenswürdig.	Podpismo je w porjadku a kluč trochu dowěry hódny.
16716	duplicate	Die Signatur ist gültig, und der Schlüssel ist vertrauenswürdig.	Podpismo je w porjadku a kluč je połnje dowěry hódny.
16717	duplicate	Die Signatur ist gültig, und der Schlüssel ist vollständig vertrauenswürdig.	Podpismo je w porjadku a kluč dospołnje dowěry hódny.
16718	duplicate	Die Signatur ist gültig, aber der Schlüssel ist nicht vertrauenswürdig.	Podpismo je w porjadku a kluč njeje dowěry hódny.
16719	duplicate	Warnung: ungültige Signatur	Kedźbu. Podpismo njeje w porjadku.
16720	duplicate	Ende der signierten Nachricht	Kónc podpisaneje powěsće
16721	duplicate	Ende der verschlüsselten Nachricht	Kónc šifrowaneje powěsće
16722	duplicate	Ende der eingebetteten Nachricht	Kónc zakašćikowaneje powěsće
16723	duplicate	Die Nachricht kann nicht entschlüsselt werden.	PGP- ŝifrowana powěsć
16724	duplicate	HTML-Statusleiste anzeigen	Pokaž statusowy & pask za HTML
16725	duplicate	Oberhalb des Nachrichtenbereichs	Wubrane powěsće markěrować jako nowe
16726	duplicate	Unterhalb des Nachrichtenbereichs	Wubrane powěsće markěrować jako nowe
16727	duplicate	Niemals anzeigen	Wotpósłarja/ adresata pokazać
16728	duplicate	Immer anzeigen	[Nadrobnosće]
16729	duplicate	HTML-Statusleiste anzeigen	Pokaž statusowy & pask za HTML
